OBJECTID,ORGANIZATI,UNIT,SUBUNIT,SUBUNIT2,FIREID,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,SIZECLASSN,PROTECTION,FIREPROTTY,FIRETYPE,YEAR_,STARTDATED,CONTRDATED,OUTDATED,GACC,DISPATCH,GACCN,STATE,STATE_FIPS,FIPS,DLATITUDE,DLONGITUDE,TOTALACRES,TRPGENCAUS,TRPSPECCAU
154,BLM,AK,AKAFS,,83698,FA 13,,7715,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.53260000000,-150.45140000000,0.00000000000,0,0
155,BLM,AK,AKAFS,,80894,FA 6,,8748,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.81590000000,-150.00150000000,0.00000000000,0,0
159,BLM,AK,AKAFS,,80881,FA 36,,8735,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.04950000000,-142.05150000000,0.00000000000,0,0
163,BLM,AK,AKAFS,,72928,403006FA1,,A002,,0,0,NR,0.00000000000,2,52,5,1984,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,57.51600000000,-154.50400000000,0.00000000000,0,0
164,BLM,AK,AKAFS,,32288,303184,,B184,,0,0,NR,0.00000000000,6,56,5,1993,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,59.53270000000,-151.42600000000,0.00000000000,0,0
165,BLM,AK,AKAFS,,59836,703050FA15,,B255,,0,0,NR,0.00000000000,3,53,5,1987,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.88280000000,-150.70400000000,0.00000000000,0,0
166,BLM,AK,AKAFS,,80708,FA 20,,8561,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.31640000000,-141.66890000000,0.00000000000,0,0
7378,BLM,AK,AKAFS,,87768,FA 1,,8486,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.38290000000,-147.58580000000,0.00000000000,0,0
7379,BLM,AK,AKAFS,,87774,FA 2,,8492,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.11630000000,-147.33590000000,0.00000000000,0,0
7380,BLM,AK,AKAFS,,87775,FA 3,,8493,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.74940000000,-157.36920000000,0.00000000000,0,0
7381,BLM,AK,AKAFS,,87778,FA 4,,8496,,0,0,NR,0.00000000000,1,51,5,1980,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.63290000000,-148.56900000000,0.00000000000,0,0
7382,BLM,AK,AKAFS,,87793,FA 5,,8511,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.69960000000,-144.33560000000,0.00000000000,0,0
7383,BLM,AK,AKAFS,,87833,FA 6,,8551,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,62.78300000000,-142.13550000000,0.00000000000,0,0
7384,BLM,AK,AKAFS,,87868,FA 7,,8586,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.91620000000,-149.96910000000,0.00000000000,0,0
7385,BLM,AK,AKAFS,,87880,FA 8,,8598,,0,0,NR,0.00000000000,6,56,5,1980,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.69970000000,-144.68600000000,0.00000000000,0,0
7386,BLM,AK,AKAFS,,83615,FA 1,,7629,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,63.08270000000,-156.00240000000,0.00000000000,0,0
7387,BLM,AK,AKAFS,,83627,FA 3,,7642,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,63.31600000000,-157.48570000000,0.00000000000,0,0
7388,BLM,AK,AKAFS,,83629,FA 4,,7644,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,62.91600000000,-157.25240000000,0.00000000000,0,0
7389,BLM,AK,AKAFS,,83633,FA 5,,7648,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,62.04930000000,-156.80240000000,0.00000000000,0,0
7390,BLM,AK,AKAFS,,83642,FA 10,,7658,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,61.13260000000,-157.00230000000,0.00000000000,0,0
7391,BLM,AK,AKAFS,,83650,FFA 6,,7666,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,61.84930000000,-157.41910000000,0.00000000000,0,0
7392,BLM,AK,AKAFS,,83651,FA 7,,7667,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,63.44940000000,-156.80240000000,0.00000000000,0,0
7393,BLM,AK,AKAFS,,83653,FA 8,,7669,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,63.41600000000,-158.41910000000,0.00000000000,0,0
7394,BLM,AK,AKAFS,,83663,FA 2,,7679,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,61.58260000000,-159.16900000000,0.00000000000,0,0
7395,BLM,AK,AKAFS,,83675,FA 9,,7691,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,63.54940000000,-155.08570000000,0.00000000000,0,0
7396,BLM,AK,AKAFS,,83686,FA 12,,7702,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.53270000000,-150.06880000000,0.00000000000,0,0
7397,BLM,AK,AKAFS,,83690,FA 11,,7706,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,61.26600000000,-157.08570000000,0.00000000000,0,0
7398,BLM,AK,AKAFS,,83704,FA 1,,8481,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.14950000000,-149.40250000000,0.00000000000,0,0
7399,BLM,AK,AKAFS,,83711,FA 2,,8488,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.33300000000,-143.35220000000,0.00000000000,0,0
7400,BLM,AK,AKAFS,,83753,FA 3,,8533,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,64.58290000000,-149.58570000000,0.00000000000,0,0
7401,BLM,AK,AKAFS,,83766,FA 4,,8546,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.36630000000,-143.33560000000,0.00000000000,0,0
7402,BLM,AK,AKAFS,,83775,FA 5,,8555,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,65.31620000000,-148.30250000000,0.00000000000,0,0
7403,BLM,AK,AKAFS,,83776,FA 6,,8556,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.09970000000,-141.95230000000,0.00000000000,0,0
7404,BLM,AK,AKAFS,,83784,FA 7,,8564,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,64.74960000000,-145.66910000000,0.00000000000,0,0
7405,BLM,AK,AKAFS,,83801,FA 15,,8581,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.88300000000,-141.71900000000,0.00000000000,0,0
7406,BLM,AK,AKAFS,,83805,FA 8,,8585,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.99950000000,-152.16940000000,0.00000000000,0,0
7407,BLM,AK,AKAFS,,83812,FA 9,,8592,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.29950000000,-150.28580000000,0.00000000000,0,0
7408,BLM,AK,AKAFS,,83833,FA 21,,8613,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.28290000000,-148.00250000000,0.00000000000,0,0
7409,BLM,AK,AKAFS,,83839,FA 19,,8619,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.11610000000,-152.91920000000,0.00000000000,0,0
7410,BLM,AK,AKAFS,,83847,FA 17,,8627,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.09940000000,-153.36910000000,0.00000000000,0,0
7411,BLM,AK,AKAFS,,83853,FA 18,,8633,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.11610000000,-153.36910000000,0.00000000000,0,0
7412,BLM,AK,AKAFS,,83856,FA 10,,8636,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.98280000000,-153.28580000000,0.00000000000,0,0
7413,BLM,AK,AKAFS,,83862,FA 11,,8642,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.61630000000,-144.50230000000,0.00000000000,0,0
7414,BLM,AK,AKAFS,,83868,FA 12,,8648,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.74970000000,-143.75260000000,0.00000000000,0,0
7415,BLM,AK,AKAFS,,83872,FA 13,,8652,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.43290000000,-150.58600000000,0.00000000000,0,0
7416,BLM,AK,AKAFS,,83874,FA 14,,8654,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.49950000000,-150.70260000000,0.00000000000,0,0
7417,BLM,AK,AKAFS,,83888,FA 16,,8668,,0,0,NR,0.00000000000,6,56,5,1981,,,,AKCC,Military Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.74960000000,-147.08570000000,0.00000000000,0,0
7418,BLM,AK,AKAFS,,83889,FA 20,,8669,,0,0,NR,0.00000000000,1,51,5,1981,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.56630000000,-145.00250000000,0.00000000000,0,0
7419,BLM,AK,AKAFS,,80625,213001CBI,,8478,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.34970000000,-142.98560000000,0.00000000000,0,0
7420,BLM,AK,AKAFS,,80627,202001 CB2,,8480,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Valez-Copper River Area Forestry,101.00000000000,Alaska,02,2.00000000000,62.28290000000,-145.35220000000,0.00000000000,0,0
7421,BLM,AK,AKAFS,,80630,F 4,,8483,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,64.66620000000,-149.10240000000,0.00000000000,0,0
7422,BLM,AK,AKAFS,,80631,213002CB5,,8484,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Tok Area Forestry,101.00000000000,Alaska,02,2.00000000000,63.34970000000,-142.98560000000,0.00000000000,0,0
7423,BLM,AK,AKAFS,,80638,FA 9,,8491,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,63.83280000000,-150.41900000000,0.00000000000,0,0
7424,BLM,AK,AKAFS,,80641,F 10,,8494,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.36610000000,-150.35220000000,0.00000000000,0,0
7425,BLM,AK,AKAFS,,80643,FA 11,,8496,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.61610000000,-150.26890000000,0.00000000000,0,0
7426,BLM,AK,AKAFS,,80651,FA 12,,8504,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,58.99930000000,-158.46890000000,0.00000000000,0,0
7427,BLM,AK,AKAFS,,80670,FA 13,,8523,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.71600000000,-156.91910000000,0.00000000000,0,0
7428,BLM,AK,AKAFS,,80676,FA 14,,8529,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.69940000000,-151.00220000000,0.00000000000,0,0
7429,BLM,AK,AKAFS,,80706,FA 16,,8559,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.04940000000,-156.08580000000,0.00000000000,0,0
7430,BLM,AK,AKAFS,,80716,211017FA18,,8569,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.18290000000,-148.86910000000,0.00000000000,0,0
7431,BLM,AK,AKAFS,,80722,FA 19,,8575,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.69940000000,-156.71910000000,0.00000000000,0,0
7432,BLM,AK,AKAFS,,80726,FA 22,,8579,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.73270000000,-160.16940000000,0.00000000000,0,0
7433,BLM,AK,AKAFS,,80727,FA 23,,8580,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,67.68270000000,-159.21960000000,0.00000000000,0,0
7434,BLM,AK,AKAFS,,80730,FA 24,,8583,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Military Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.49960000000,-147.63570000000,0.00000000000,0,0
7435,BLM,AK,AKAFS,,80731,FA 25,,8584,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.73270000000,-156.73580000000,0.00000000000,0,0
7436,BLM,AK,AKAFS,,80738,FA 26,,8591,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,67.13270000000,-163.08620000000,0.00000000000,0,0
7437,BLM,AK,AKAFS,,80740,202024FA27,,8593,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Valez-Copper River Area Forestry,101.00000000000,Alaska,02,2.00000000000,61.38290000000,-143.98540000000,0.00000000000,0,0
7438,BLM,AK,AKAFS,,80742,202025CB28,,8595,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Valez-Copper River Area Forestry,101.00000000000,Alaska,02,2.00000000000,62.03280000000,-146.56890000000,0.00000000000,0,0
7439,BLM,AK,AKAFS,,80770,FA 30,,8624,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,64.83290000000,-145.41910000000,0.00000000000,0,0
7440,BLM,AK,AKAFS,,80775,204014FA38,,8629,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,62.51610000000,-153.78560000000,0.00000000000,0,0
7441,BLM,AK,AKAFS,,80824,FA 7,,8678,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.53280000000,-150.45220000000,0.00000000000,0,0
7442,BLM,AK,AKAFS,,80828,FA 31,,8682,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.01620000000,-151.11900000000,0.00000000000,0,0
7443,BLM,AK,AKAFS,,80867,FA 33,,8721,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.56630000000,-147.03580000000,0.00000000000,0,0
7444,BLM,AK,AKAFS,,80871,202033FA17,,8725,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Valez-Copper River Area Forestry,101.00000000000,Alaska,02,2.00000000000,61.99950000000,-146.51890000000,0.00000000000,0,0
7445,BLM,AK,AKAFS,,80872,202034FA34,,8726,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Valez-Copper River Area Forestry,101.00000000000,Alaska,02,2.00000000000,62.46620000000,-145.78550000000,0.00000000000,0,0
7446,BLM,AK,AKAFS,,80875,FACB 35,,8729,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.36630000000,-147.40260000000,0.00000000000,0,0
7447,BLM,AK,AKAFS,,80882,213030FA37,,8736,,0,0,NR,0.00000000000,6,56,5,1982,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.78300000000,-144.58580000000,0.00000000000,0,0
7448,BLM,AK,AKAFS,,80892,FA 3,,8746,,0,0,NR,0.00000000000,1,51,5,1982,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.74940000000,-158.25250000000,0.00000000000,0,0
7449,BLM,AK,AKAFS,,77008,FA 1,,8486,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Military Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.59960000000,-148.20240000000,0.00000000000,0,0
7450,BLM,AK,AKAFS,,77036,313039FA24,,8514,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.49960000000,-145.46910000000,0.00000000000,0,0
7451,BLM,AK,AKAFS,,77047,FA 2,,8525,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,63.76600000000,-156.68580000000,0.00000000000,0,0
7452,BLM,AK,AKAFS,,77050,FA 3,,8528,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,62.08260000000,-161.51910000000,0.00000000000,0,0
7453,BLM,AK,AKAFS,,77053,FA 4,,8531,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.33290000000,-150.45250000000,0.00000000000,0,0
7454,BLM,AK,AKAFS,,77063,FA 31,,8541,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.93290000000,-149.13590000000,0.00000000000,0,0
7455,BLM,AK,AKAFS,,77082,FA 5,,8560,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.78290000000,-149.20260000000,0.00000000000,0,0
7456,BLM,AK,AKAFS,,77083,313027 FA6,,8561,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.78290000000,-148.13590000000,0.00000000000,0,0
7457,BLM,AK,AKAFS,,77108,FA 7,,8586,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Southwest District Forestry,101.00000000000,Alaska,02,2.00000000000,62.21600000000,-157.91910000000,0.00000000000,0,0
7458,BLM,AK,AKAFS,,77116,313007FA42,,8594,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.58290000000,-148.01920000000,0.00000000000,0,0
7459,BLM,AK,AKAFS,,77123,FA 8,,8601,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.66610000000,-155.91930000000,0.00000000000,0,0
7460,BLM,AK,AKAFS,,77144,313011FA35,,8622,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Fairbanks Area Forestry,101.00000000000,Alaska,02,2.00000000000,64.73290000000,-145.28570000000,0.00000000000,0,0
7461,BLM,AK,AKAFS,,77150,FA 41,,8628,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,67.34960000000,-146.66940000000,0.00000000000,0,0
7462,BLM,AK,AKAFS,,77171,FA 32,,8649,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.51630000000,-147.91930000000,0.00000000000,0,0
7463,BLM,AK,AKAFS,,77188,FA 9,,8666,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.88280000000,-154.61930000000,0.00000000000,0,0
7464,BLM,AK,AKAFS,,77189,FA 10,,8667,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.53280000000,-153.16920000000,0.00000000000,0,0
7465,BLM,AK,AKAFS,,77191,FA 11,,8669,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.51610000000,-152.91920000000,0.00000000000,0,0
7466,BLM,AK,AKAFS,,77192,FA 12,,8670,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.28280000000,-152.33580000000,0.00000000000,0,0
7467,BLM,AK,AKAFS,,77195,FA 25,,8673,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.66620000000,-149.80270000000,0.00000000000,0,0
7468,BLM,AK,AKAFS,,77219,FA 13,,8697,,0,0,NR,0.00000000000,6,56,5,1983,,,7/2/1983,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.53290000000,-149.66930000000,0.00000000000,0,0
7469,BLM,AK,AKAFS,,77275,313047FA39,,8753,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.34940000000,-153.71920000000,0.00000000000,0,0
7470,BLM,AK,AKAFS,,77281,313033FA14,,8759,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Tanana Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,67.54950000000,-151.61940000000,0.00000000000,0,0
7471,BLM,AK,AKAFS,,77282,FA 28,,8760,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.13300000000,-141.45240000000,0.00000000000,0,0
7472,BLM,AK,AKAFS,,77283,FA 34,,8761,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.88310000000,-141.08570000000,0.00000000000,0,0
7473,BLM,AK,AKAFS,,77294,FA 37,,8772,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.83300000000,-143.46900000000,0.00000000000,0,0
7474,BLM,AK,AKAFS,,77298,FA 33,,8776,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.06630000000,-143.25240000000,0.00000000000,0,0
7475,BLM,AK,AKAFS,,77313,FA 15,,8791,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.83280000000,-156.50270000000,0.00000000000,0,0
7476,BLM,AK,AKAFS,,77324,FA 16,,8802,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.74940000000,-160.75280000000,0.00000000000,0,0
7477,BLM,AK,AKAFS,,77326,FA 17,,8804,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,64.46600000000,-157.70250000000,0.00000000000,0,0
7478,BLM,AK,AKAFS,,77332,FA 18,,8810,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.53270000000,-156.46920000000,0.00000000000,0,0
7479,BLM,AK,AKAFS,,77338,313050FA19,,8816,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.81610000000,-155.85270000000,0.00000000000,0,0
7480,BLM,AK,AKAFS,,77344,FA 20,,8822,,0,0,NR,0.00000000000,6,56,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.81610000000,-156.00260000000,0.00000000000,0,0
7481,BLM,AK,AKAFS,,77346,FA 21,,8824,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Upper Yukon Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,65.51640000000,-142.56910000000,0.00000000000,0,0
7482,BLM,AK,AKAFS,,77353,FA 38,,8831,,0,0,NR,0.00000000000,1,51,5,1983,,,,AKCC,Galena Fire Management Zone,101.00000000000,Alaska,02,2.00000000000,66.89940000000,-156.85270000000,0.00000000000,0,0
7483,BLM,AK,AKAFS,,77355,303055FA40,,8833,,0,0,NR,0.00000000000,2,52,5,1983,,,,AKCC,Kenai-Kodiak Area Forestry,101.00000000000,Alaska,02,2.00000000000,60.53280000000,-150.25220000000,0.00000000000,0,0
